name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;706;0;499;3053;1070;3053;1047;0
header;208;86;208;127;1841;127;1841;86
A;1011;149;1011;177;1033;177;1033;149
A;708;275;708;275;708;275;708;275
B;833;528;833;547;847;547;847;528
B;1017;823;1017;851;1039;851;1039;823
C;1020;1496;1020;1526;1042;1526;1042;1496
D;661;2025;661;2041;684;2041;684;2025
B;916;2027;916;2043;937;2043;937;2027
B;614;2060;614;2075;636;2075;636;2060
B;863;2097;863;2113;884;2113;884;2097
D;1027;2218;1027;2245;1049;2245;1049;2218
A;982;2304;982;2306;983;2306;983;2304
B;535;2468;535;2486;548;2486;548;2468
A;716;2665;716;2665;717;2665;717;2665
