name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;462;0;531;3041;1006;3041;1006;0
header;227;88;227;122;1838;122;1838;88
A;473;152;473;170;476;170;476;152
B;927;152;927;169;940;169;940;152
A;745;378;745;397;759;397;759;378
A;993;454;993;457;995;457;995;454
B;775;1151;775;1169;788;1169;788;1151
A;983;2089;983;2118;990;2118;990;2089
B;538;2196;538;2215;554;2215;554;2196
A;986;2423;986;2424;987;2424;987;2423
A;828;2439;828;2441;832;2441;832;2439
A;686;2571;686;2571;687;2571;687;2571
A;851;2638;851;2663;870;2663;870;2638
B;623;2708;623;2733;631;2733;631;2708
B;601;2709;601;2734;616;2734;616;2709
